id,date,year,month,day
3887,1999-10-05,1999,10,5
3888,1969-12-03,1969,12,3
3889,2000-04-14,2000,4,14
3890,1969-01-14,1969,1,14
3891,1982-07-16,1982,7,16
3892,1985-01-25,1985,1,25
3893,2001-11-09,2001,11,9
3894,1985-01-18,1985,1,18
3895,1984-08-13,1984,8,13
3896,2002-07-15,2002,7,15
3897,1978-10-11,1978,10,11
3898,1998-09-06,1998,9,6
3899,1999-04-20,1999,4,20
3900,1997-05-16,1997,5,16
3901,1998-10-28,1998,10,28
3902,1998-01-16,1998,1,16
3903,2004-05-14,2004,5,14
3904,2004-10-15,2004,10,15
3905,2005-05-20,2005,5,20
3906,2005-06-17,2005,6,17
3907,2006-01-13,2006,1,13
3908,2006-05-04,2006,5,4
3909,2006-05-08,2006,5,8
3910,2006-05-15,2006,5,15
3911,2006-05-18,2006,5,18
3912,2006-07-18,2006,7,18
3913,2007-02-25,2007,2,25
3914,2007-03-01,2007,3,1
3915,1974-03-07,1974,3,7
3916,2008-03-14,2008,3,14
3917,2008-05-14,2008,5,14
3918,2008-12-12,2008,12,12
3919,2009-03-20,2009,3,20
3920,2009-06-19,2009,6,19
3921,2000-12-22,2000,12,22
3922,1999-05-07,1999,5,7
3923,2018-01-15,2018,1,15
3924,1991-12-18,1991,12,18
3925,1998-03-17,1998,3,17
3926,1998-03-17,1998,3,17
3927,1999-05-10,1999,5,10
3928,1999-10-28,1999,10,28
3929,1999-10-28,1999,10,28
3930,2006-05-04,2006,5,4
3931,2009-12-09,2009,12,9
3932,2010-01-26,2010,1,26
3933,1999-03-02,1999,3,2
3934,1991-12-18,1991,12,18
3935,1998-12-18,1998,12,18
3936,1999-04-30,1999,4,30
3937,1999-10-28,1999,10,28
3938,2000-06-23,2000,6,23
3939,2000-07-28,2000,7,28
3940,2000-12-22,2000,12,22
3941,2001-12-10,2001,12,10
3942,1999-05-25,1999,5,25
3943,2016-08-17,2016,8,17
3944,2018-04-19,2018,4,19
3945,2020-03-13,2020,3,13
3946,2020-12-11,2020,12,11
3947,2021-01-13,2021,1,13
3948,2021-06-25,2021,6,25
3949,2022-06-03,2022,6,3
3950,2022-12-05,2022,12,5
3951,2023-03-06,2023,3,6
3952,1991-12-18,1991,12,18
3953,1998-12-18,1998,12,18
3954,1999-04-30,1999,4,30
3955,1999-10-28,1999,10,28
3956,2000-06-23,2000,6,23
3957,2000-07-28,2000,7,28
3958,2000-12-22,2000,12,22
3959,2001-12-10,2001,12,10
3960,2006-05-04,2006,5,4
3961,2006-05-04,2006,5,4
3962,2007-03-30,2007,3,30
3963,2008-07-02,2008,7,2
3964,2009-12-23,2009,12,23
3965,2014-12-11,2014,12,11
3966,2016-12-15,2016,12,15
3967,2015-04-22,2015,4,22
3968,2015-04-22,2015,4,22
3969,2019-03-15,2019,3,15
3970,2019-04-25,2019,4,25
3971,2020-04-24,2020,4,24
3972,2020-04-29,2020,4,29
3973,2020-06-15,2020,6,15
3974,2020-11-23,2020,11,23
3975,2020-12-18,2020,12,18
3976,1991-12-18,1991,12,18
3977,1992-11-25,1992,11,25
3978,1985-07-10,1985,7,10
3979,1985-07-17,1985,7,17
3980,1995-05-03,1995,5,3
3981,1989-03-15,1989,3,15
3982,1998-03-17,1998,3,17
3983,1998-03-17,1998,3,17
3984,1999-06-07,1999,6,7
3985,1999-12-23,1999,12,23
3986,2001-07-06,2001,7,6
3987,2001-11-30,2001,11,30
3988,2002-01-08,2002,1,8
3989,2001-12-10,2001,12,10
3990,2003-12-11,2003,12,11
3991,2005-12-22,2005,12,22
3992,2008-07-02,2008,7,2
3993,2009-12-09,2009,12,9
3994,2011-09-23,2011,9,23
3995,1991-12-18,1991,12,18
3996,1992-11-25,1992,11,25
3997,1985-07-10,1985,7,10
3998,1985-07-10,1985,7,10
3999,1985-07-17,1985,7,17
4000,1995-03-14,1995,3,14
4001,1995-03-14,1995,3,14
4002,1989-03-15,1989,3,15
4003,1997-02-18,1997,2,18
4004,1998-03-17,1998,3,17
4005,1998-03-17,1998,3,17
4006,1998-12-18,1998,12,18
4007,1999-06-07,1999,6,7
4008,1999-12-23,1999,12,23
4009,2002-01-08,2002,1,8
4010,2001-12-10,2001,12,10
4011,2003-04-04,2003,4,4
4012,2002-05-28,2002,5,28
4013,2003-12-11,2003,12,11
4014,2004-03-30,2004,3,30
4015,1974-03-12,1974,3,12
4016,2004-07-02,2004,7,2
4017,2005-12-22,2005,12,22
4018,2007-02-23,2007,2,23
4019,2007-02-14,2007,2,14
4020,2007-02-09,2007,2,9
4021,2008-07-02,2008,7,2
4022,2008-11-28,2008,11,28
4023,2009-12-09,2009,12,9
4024,2010-07-16,2010,7,16
4025,2008-04-03,2008,4,3
4026,2014-05-09,2014,5,9
4027,2014-04-25,2014,4,25
4028,2016-04-15,2016,4,15
4029,2016-04-15,2016,4,15
4030,1982-12-02,1982,12,2
4031,1991-12-18,1991,12,18
4032,1992-11-25,1992,11,25
4033,1990-07-31,1990,7,31
4034,1998-03-17,1998,3,17
4035,1998-03-17,1998,3,17
4036,1998-07-16,1998,7,16
4037,1999-06-08,1999,6,8
4038,1999-06-07,1999,6,7
4039,2002-01-08,2002,1,8
4040,2003-10-17,2003,10,17
4041,2004-03-30,2004,3,30
4042,2004-04-30,2004,4,30
4043,2005-09-02,2005,9,2
4044,2005-09-02,2005,9,2
4045,2005-09-02,2005,9,2
4046,2005-12-22,2005,12,22
4047,2009-12-09,2009,12,9
4048,2011-03-18,2011,3,18
4049,2020-04-24,2020,4,24
4050,2020-11-23,2020,11,23
4051,1991-12-18,1991,12,18
4052,1992-11-25,1992,11,25
4053,1990-07-31,1990,7,31
4054,1998-03-17,1998,3,17
4055,1998-03-17,1998,3,17
4056,1998-07-16,1998,7,16
4057,1999-06-08,1999,6,8
4058,1999-06-07,1999,6,7
4059,2002-01-08,2002,1,8
4060,2003-10-17,2003,10,17
4061,2004-03-30,2004,3,30
4062,1974-03-12,1974,3,12
4063,2004-04-30,2004,4,30
4064,2005-09-02,2005,9,2
4065,2005-09-02,2005,9,2
4066,2005-09-02,2005,9,2
4067,2005-12-22,2005,12,22
4068,2007-02-23,2007,2,23
4069,2007-02-14,2007,2,14
4070,2007-03-30,2007,3,30
4071,2008-12-12,2008,12,12
4072,2009-12-09,2009,12,9
4073,2002-08-01,2002,8,1
4074,2010-04-26,2010,4,26
4075,2009-07-02,2009,7,2
4076,1998-01-28,1998,1,28
4077,2008-04-03,2008,4,3
4078,1997-06-09,1997,6,9
4079,1999-05-25,1999,5,25
4080,2002-12-11,2002,12,11
4081,2003-01-01,2003,1,1
4082,2003-12-08,2003,12,8
4083,2004-05-25,2004,5,25
4084,2006-06-19,2006,6,19
4085,2006-12-11,2006,12,11
4086,2008-03-11,2008,3,11
4087,2005-06-13,2005,6,13
4088,2005-06-13,2005,6,13
4089,2005-06-13,2005,6,13
4090,2005-06-13,2005,6,13
4091,2005-06-13,2005,6,13
4092,2008-12-08,2008,12,8
4093,2012-09-24,2012,9,24
4094,2013-09-30,2013,9,30
4095,2005-08-12,2005,8,12
4096,2016-04-15,2016,4,15
4097,1982-12-02,1982,12,2
4098,2018-10-19,2018,10,19
4099,1994-02-23,1994,2,23
4100,1994-07-06,1994,7,6
4101,1999-06-08,1999,6,8
4102,2006-03-31,2006,3,31
4103,2006-06-02,2006,6,2
4104,2006-09-01,2006,9,1
4105,2006-09-01,2006,9,1
4106,2006-12-08,2006,12,8
4107,2007-02-09,2007,2,9
4108,2007-12-21,2007,12,21
4109,2008-02-19,2008,2,19
4110,2008-07-18,2008,7,18
4111,2008-12-24,2008,12,24
4112,2009-12-18,2009,12,18
4113,2010-09-10,2010,9,10
4114,2010-09-10,2010,9,10
4115,2011-03-18,2011,3,18
4116,2013-11-08,2013,11,8
4117,2017-11-10,2017,11,10
4118,2019-04-05,2019,4,5
4119,1994-02-23,1994,2,23
4120,1994-07-06,1994,7,6
4121,1999-06-08,1999,6,8
4122,2006-03-31,2006,3,31
4123,2006-06-02,2006,6,2
4124,2006-09-01,2006,9,1
4125,2006-12-08,2006,12,8
4126,2006-12-15,2006,12,15
4127,2007-02-09,2007,2,9
4128,2007-03-28,2007,3,28
4129,2007-01-05,2007,1,5
4130,2009-12-24,2009,12,24
4131,2010-06-18,2010,6,18
4132,2010-12-24,2010,12,24
4133,2011-03-18,2011,3,18
4134,2011-11-10,2011,11,10
4135,2012-12-24,2012,12,24
4136,2013-10-10,2013,10,10
4137,2013-11-08,2013,11,8
4138,2013-12-24,2013,12,24
4139,2014-10-21,2014,10,21
4140,2014-11-13,2014,11,13
4141,2014-12-24,2014,12,24
4142,2015-09-11,2015,9,11
4143,2015-10-23,2015,10,23
4144,2015-12-24,2015,12,24
4145,2016-09-09,2016,9,9
4146,2017-06-30,2017,6,30
4147,2017-07-14,2017,7,14
4148,2017-07-14,2017,7,14
4149,2018-03-30,2018,3,30
4150,2018-08-30,2018,8,30
4151,2018-06-22,2018,6,22
4152,2018-11-30,2018,11,30
4153,2019-06-12,2019,6,12
4154,1994-07-13,1994,7,13
4155,1960-05-18,1960,5,18
4156,1993-02-24,1993,2,24
4157,1992-02-19,1992,2,19
4158,1990-09-12,1990,9,12
4159,1990-12-14,1990,12,14
4160,1995-12-22,1995,12,22
4161,1996-01-31,1996,1,31
4162,1997-04-29,1997,4,29
4163,1987-01-28,1987,1,28
4164,1982-12-08,1982,12,8
4165,1986-07-23,1986,7,23
4166,1997-12-09,1997,12,9
4167,1998-04-28,1998,4,28
4168,1998-04-21,1998,4,21
4169,1999-04-13,1999,4,13
4170,1999-10-15,1999,10,15
4171,1984-09-05,1984,9,5
4172,1984-09-05,1984,9,5
4173,1983-03-02,1983,3,2
4174,1980-06-18,1980,6,18
4175,1977-07-28,1977,7,28
4176,1971-02-18,1971,2,18
4177,1973-04-09,1973,4,9
4178,2005-03-04,2005,3,4
4179,1994-07-13,1994,7,13
4180,1993-02-24,1993,2,24
4181,1992-02-19,1992,2,19
4182,1990-09-12,1990,9,12
4183,1990-12-14,1990,12,14
4184,1995-12-22,1995,12,22
4185,1996-01-31,1996,1,31
4186,1997-04-29,1997,4,29
4187,1987-01-28,1987,1,28
4188,1982-12-08,1982,12,8
4189,1986-07-23,1986,7,23
4190,1997-12-09,1997,12,9
4191,1998-04-28,1998,4,28
4192,1998-04-21,1998,4,21
4193,1999-04-13,1999,4,13
4194,1999-10-15,1999,10,15
4195,1984-09-05,1984,9,5
4196,1984-09-05,1984,9,5
4197,1983-03-02,1983,3,2
4198,1980-06-18,1980,6,18
4199,1980-11-25,1980,11,25
4200,1980-11-25,1980,11,25
4201,1979-09-19,1979,9,19
4202,1979-05-28,1979,5,28
4203,1977-07-28,1977,7,28
4204,2005-03-04,2005,3,4
4205,2007-05-04,2007,5,4
4206,2007-05-04,2007,5,4
4207,2008-03-14,2008,3,14
4208,2009-03-27,2009,3,27
4209,2009-04-03,2009,4,3
4210,2009-04-03,2009,4,3
4211,2009-04-03,2009,4,3
4212,2009-04-03,2009,4,3
4213,2010-12-17,2010,12,17
4214,2010-12-17,2010,12,17
4215,2011-04-08,2011,4,8
4216,2011-04-08,2011,4,8
4217,2011-04-08,2011,4,8
4218,2011-04-08,2011,4,8
4219,2014-04-25,2014,4,25
4220,2015-04-24,2015,4,24
4221,2015-04-24,2015,4,24
4222,2015-04-24,2015,4,24
4223,2018-07-20,2018,7,20
4224,1994-07-13,1994,7,13
4225,1993-02-24,1993,2,24
4226,1992-02-19,1992,2,19
4227,1990-09-12,1990,9,12
4228,1990-12-14,1990,12,14
4229,1995-12-22,1995,12,22
4230,1996-01-31,1996,1,31
4231,1997-04-29,1997,4,29
4232,1987-01-28,1987,1,28
4233,1982-12-08,1982,12,8
4234,1986-07-23,1986,7,23
4235,1997-12-09,1997,12,9
4236,1998-04-28,1998,4,28
4237,1998-04-21,1998,4,21
4238,1999-04-13,1999,4,13
4239,1999-10-15,1999,10,15
4240,1984-09-05,1984,9,5
4241,1984-09-05,1984,9,5
4242,1983-03-02,1983,3,2
4243,1980-06-18,1980,6,18
4244,1977-07-28,1977,7,28
4245,2005-03-04,2005,3,4
4246,2007-04-20,2007,4,20
4247,2014-04-25,2014,4,25
4248,1994-05-10,1994,5,10
4249,1994-05-10,1994,5,10
4250,1993-07-14,1993,7,14
4251,1994-09-21,1994,9,21
4252,1992-09-09,1992,9,9
4253,1992-06-24,1992,6,24
4254,1991-07-10,1991,7,10
4255,1991-07-24,1991,7,24
4256,1991-07-24,1991,7,24
4257,1991-07-24,1991,7,24
4258,1991-12-04,1991,12,4
4259,1990-04-04,1990,4,4
4260,1996-08-02,1996,8,2
4261,1998-09-22,1998,9,22
4262,2001-06-22,2001,6,22
4263,2001-11-23,2001,11,23
4264,2001-12-07,2001,12,7
4265,2002-04-19,2002,4,19
4266,2002-09-13,2002,9,13
4267,2003-03-14,2003,3,14
4268,2003-05-16,2003,5,16
4269,2003-05-16,2003,5,16
4270,2000-11-16,2000,11,16
4271,2004-05-28,2004,5,28
4272,2005-07-15,2005,7,15
4273,2004-12-14,2004,12,14
4274,2005-11-18,2005,11,18
4275,2006-02-10,2006,2,10
4276,2006-03-17,2006,3,17
4277,2007-12-07,2007,12,7
4278,2009-01-30,2009,1,30
4279,2013-02-19,2013,2,19
4280,2018-07-20,2018,7,20
4281,2021-03-12,2021,3,12
4282,1994-05-10,1994,5,10
4283,1994-05-10,1994,5,10
4284,1993-07-14,1993,7,14
4285,1994-09-21,1994,9,21
4286,1992-09-09,1992,9,9
4287,1992-06-24,1992,6,24
4288,1991-07-10,1991,7,10
4289,1991-07-24,1991,7,24
4290,1991-07-24,1991,7,24
4291,1991-07-24,1991,7,24
4292,1991-12-04,1991,12,4
4293,1990-04-04,1990,4,4
4294,1996-08-02,1996,8,2
4295,1998-09-22,1998,9,22
4296,2001-06-22,2001,6,22
4297,2001-11-23,2001,11,23
4298,2001-12-07,2001,12,7
4299,2002-04-19,2002,4,19
4300,2002-09-13,2002,9,13
4301,2003-03-14,2003,3,14
4302,2003-05-16,2003,5,16
4303,2003-05-16,2003,5,16
4304,2000-11-16,2000,11,16
4305,2004-05-28,2004,5,28
4306,2005-07-15,2005,7,15
4307,2004-12-14,2004,12,14
4308,2005-11-18,2005,11,18
4309,2006-02-10,2006,2,10
4310,2006-03-17,2006,3,17
4311,2006-12-15,2006,12,15
4312,2006-12-15,2006,12,15
4313,2007-12-21,2007,12,21
4314,2011-05-20,2011,5,20
4315,2018-07-20,2018,7,20
4316,2021-03-12,2021,3,12
4317,2023-01-20,2023,1,20
4318,1994-05-04,1994,5,4
4319,2004-05-07,2004,5,7
4320,2004-06-04,2004,6,4
4321,2004-11-19,2004,11,19
4322,2006-12-22,2006,12,22
4323,2007-02-16,2007,2,16
4324,2006-03-06,2006,3,6
4325,2009-03-27,2009,3,27
4326,2008-12-16,2008,12,16
4327,2012-02-08,2012,2,8
4328,2009-07-08,2009,7,8
4329,2009-04-08,2009,4,8
4330,2006-09-13,2006,9,13
4331,2006-08-22,2006,8,22
4332,2012-05-04,2012,5,4
4333,2013-05-31,2013,5,31
4334,2013-10-09,2013,10,9
4335,2006-08-22,2006,8,22
4336,2006-09-13,2006,9,13
4337,2010-01-13,2010,1,13
4338,2014-01-29,2014,1,29
4339,2014-01-30,2014,1,30
4340,2013-09-27,2013,9,27
4341,2014-04-09,2014,4,9
4342,2006-09-13,2006,9,13
4343,2010-01-13,2010,1,13
4344,2006-08-22,2006,8,22
4345,2006-09-13,2006,9,13
4346,2010-01-13,2010,1,13
4347,2014-07-09,2014,7,9
4348,2014-07-09,2014,7,9
4349,2014-08-22,2014,8,22
4350,2014-09-11,2014,9,11
4351,2014-09-25,2014,9,25
4352,2006-08-22,2006,8,22
4353,2006-08-22,2006,8,22
4354,2006-09-13,2006,9,13
4355,2006-08-22,2006,8,22
4356,2006-09-13,2006,9,13
4357,2015-06-05,2015,6,5
4358,2015-06-10,2015,6,10
4359,2015-05-06,2015,5,6
4360,2015-10-20,2015,10,20
4361,2015-11-18,2015,11,18
4362,2016-12-23,2016,12,23
4363,2016-12-23,2016,12,23
4364,2017-01-20,2017,1,20
4365,2017-02-07,2017,2,7
4366,2017-07-13,2017,7,13
4367,1994-05-04,1994,5,4
4368,1994-12-07,1994,12,7
4369,1994-11-09,1994,11,9
4370,1995-12-22,1995,12,22
4371,1994-11-09,1994,11,9
4372,1998-12-18,1998,12,18
4373,2002-06-07,2002,6,7
4374,1994-05-04,1994,5,4
4375,1994-12-07,1994,12,7
4376,1994-11-09,1994,11,9
4377,1995-12-22,1995,12,22
4378,1994-11-09,1994,11,9
4379,1998-12-18,1998,12,18
4380,2002-06-07,2002,6,7
4381,1991-07-24,1991,7,24
4382,1993-12-15,1993,12,15
4383,1990-12-12,1990,12,12
4384,1993-12-15,1993,12,15
4385,1983-07-28,1983,7,28
4386,1993-04-28,1993,4,28
4387,1994-07-20,1994,7,20
4388,1991-07-17,1991,7,17
4389,1992-12-18,1992,12,18
4390,1994-12-21,1994,12,21
4391,1992-09-25,1992,9,25
4392,1991-10-09,1991,10,9
4393,1991-09-11,1991,9,11
4394,1991-07-10,1991,7,10
4395,1995-04-05,1995,4,5
4396,1995-04-05,1995,4,5
4397,1995-04-05,1995,4,5
4398,1991-01-09,1991,1,9
4399,1991-01-30,1991,1,30
4400,1990-12-12,1990,12,12
4401,1995-04-26,1995,4,26
4402,1995-10-24,1995,10,24
4403,1996-12-19,1996,12,19
4404,1997-01-03,1997,1,3
4405,1996-12-17,1996,12,17
4406,1996-12-17,1996,12,17
4407,1998-01-07,1998,1,7
4408,1998-03-24,1998,3,24
4409,1998-12-11,1998,12,11
4410,1999-01-21,1999,1,21
4411,1998-12-18,1998,12,18
4412,1998-12-18,1998,12,18
4413,1998-12-18,1998,12,18
4414,1999-04-13,1999,4,13
4415,1999-06-08,1999,6,8
4416,1999-07-27,1999,7,27
4417,2000-01-11,2000,1,11
4418,2000-07-17,2000,7,17
4419,2000-12-15,2000,12,15
4420,2000-12-15,2000,12,15
4421,2000-12-15,2000,12,15
4422,2001-01-19,2001,1,19
4423,2001-03-30,2001,3,30
4424,2001-07-10,2001,7,10
4425,2001-07-13,2001,7,13
4426,2001-07-10,2001,7,10
4427,2001-07-13,2001,7,13
4428,2001-07-13,2001,7,13
4429,2002-03-29,2002,3,29
4430,2002-05-03,2002,5,3
4431,2002-07-19,2002,7,19
4432,2002-12-13,2002,12,13
4433,2003-02-27,2003,2,27
4434,2004-03-19,2004,3,19
4435,2004-05-07,2004,5,7
4436,2004-05-28,2004,5,28
4437,2004-05-28,2004,5,28
4438,2006-06-27,2006,6,27
4439,2006-07-28,2006,7,28
4440,2004-05-28,2004,5,28
4441,1991-07-24,1991,7,24
4442,1993-12-15,1993,12,15
4443,1990-12-12,1990,12,12
4444,1993-12-15,1993,12,15
4445,1983-07-28,1983,7,28
4446,1993-04-28,1993,4,28
4447,1994-07-20,1994,7,20
4448,1991-07-17,1991,7,17
4449,1992-12-18,1992,12,18
4450,1994-12-21,1994,12,21
4451,1992-09-25,1992,9,25
4452,1991-10-09,1991,10,9
4453,1991-09-11,1991,9,11
4454,1991-07-10,1991,7,10
4455,1995-04-05,1995,4,5
4456,1995-04-05,1995,4,5
4457,1995-04-05,1995,4,5
4458,1991-01-09,1991,1,9
4459,1991-01-30,1991,1,30
4460,1990-12-12,1990,12,12
4461,1995-04-26,1995,4,26
4462,1995-10-24,1995,10,24
4463,1996-12-19,1996,12,19
4464,1997-01-03,1997,1,3
4465,1996-12-17,1996,12,17
4466,1996-12-17,1996,12,17
4467,1998-01-07,1998,1,7
4468,1998-03-24,1998,3,24
4469,1998-12-11,1998,12,11
4470,1999-01-21,1999,1,21
4471,1998-12-18,1998,12,18
4472,1998-12-18,1998,12,18
4473,1998-12-18,1998,12,18
4474,1999-04-13,1999,4,13
4475,1999-06-08,1999,6,8
4476,1999-07-27,1999,7,27
4477,2000-01-11,2000,1,11
4478,2000-07-17,2000,7,17
4479,2000-12-15,2000,12,15
4480,2000-12-15,2000,12,15
4481,2000-12-15,2000,12,15
4482,2001-01-19,2001,1,19
4483,2001-03-30,2001,3,30
4484,2001-07-10,2001,7,10
4485,2001-07-13,2001,7,13
4486,2001-07-10,2001,7,10
4487,2001-07-13,2001,7,13
4488,2001-07-13,2001,7,13
4489,2002-03-29,2002,3,29
4490,2002-05-03,2002,5,3
4491,2002-07-19,2002,7,19
4492,2002-12-13,2002,12,13
4493,2003-02-27,2003,2,27
4494,2004-03-19,2004,3,19
4495,2004-05-28,2004,5,28
4496,2004-05-28,2004,5,28
4497,2016-12-02,2016,12,2
4498,1991-07-24,1991,7,24
4499,1993-01-20,1993,1,20
4500,2000-12-15,2000,12,15
4501,1994-02-28,1994,2,28
4502,1990-07-31,1990,7,31
4503,1990-11-21,1990,11,21
4504,1998-06-16,1998,6,16
4505,1994-04-20,1994,4,20
4506,1993-06-30,1993,6,30
4507,1994-06-08,1994,6,8
4508,1995-04-26,1995,4,26
4509,1997-01-28,1997,1,28
4510,2000-07-17,2000,7,17
4511,2001-12-20,2001,12,20
4512,2004-05-14,2004,5,14
4513,1994-04-20,1994,4,20
4514,1993-06-30,1993,6,30
4515,1994-04-20,1994,4,20
4516,1993-06-30,1993,6,30
4517,1995-04-26,1995,4,26
4518,2011-09-13,2011,9,13
4519,2016-02-05,2016,2,5
4520,2016-02-19,2016,2,19
4521,2016-02-19,2016,2,19
4522,2016-02-19,2016,2,19
4523,2016-02-19,2016,2,19
4524,2016-02-19,2016,2,19
4525,2016-02-19,2016,2,19
4526,2016-02-19,2016,2,19
4527,2016-02-19,2016,2,19
4528,2016-02-19,2016,2,19
4529,2016-02-19,2016,2,19
4530,2016-02-19,2016,2,19
4531,2016-02-19,2016,2,19
4532,2016-02-19,2016,2,19
4533,2016-02-19,2016,2,19
4534,2016-02-19,2016,2,19
4535,2016-02-19,2016,2,19
4536,2016-02-19,2016,2,19
4537,2016-02-19,2016,2,19
4538,2016-02-19,2016,2,19
4539,2016-02-19,2016,2,19
4540,2016-02-19,2016,2,19
4541,2016-02-19,2016,2,19
4542,2016-02-19,2016,2,19
4543,2016-02-19,2016,2,19
4544,2016-02-19,2016,2,19
4545,2016-02-19,2016,2,19
4546,2016-02-19,2016,2,19
4547,2016-03-08,2016,3,8
4548,2016-02-19,2016,2,19
4549,2016-02-19,2016,2,19
4550,2016-02-19,2016,2,19
4551,2016-02-19,2016,2,19
4552,2016-02-19,2016,2,19
4553,2016-03-08,2016,3,8
4554,2016-02-19,2016,2,19
4555,2016-02-19,2016,2,19
4556,2016-02-19,2016,2,19
4557,2016-02-19,2016,2,19
4558,2016-02-19,2016,2,19
4559,2016-02-19,2016,2,19
4560,2016-02-19,2016,2,19
4561,2016-02-19,2016,2,19
4562,2016-02-19,2016,2,19
4563,2016-02-19,2016,2,19
4564,2016-02-19,2016,2,19
4565,2016-02-19,2016,2,19
4566,2016-02-19,2016,2,19
4567,2016-02-19,2016,2,19
4568,2016-02-19,2016,2,19
4569,2016-02-19,2016,2,19
4570,2016-02-19,2016,2,19
4571,2016-02-19,2016,2,19
4572,2016-02-19,2016,2,19
4573,2016-02-19,2016,2,19
4574,2016-02-19,2016,2,19
4575,2016-02-19,2016,2,19
4576,2016-02-19,2016,2,19
4577,2016-02-19,2016,2,19
4578,2016-12-16,2016,12,16
4579,2017-05-02,2017,5,2
4580,2017-06-21,2017,6,21
4581,2017-07-14,2017,7,14
4582,2017-10-19,2017,10,19
4583,2018-03-02,2018,3,2
4584,2018-06-07,2018,6,7
4585,2018-08-13,2018,8,13
4586,2018-07-20,2018,7,20
4587,2019-02-27,2019,2,27
4588,2019-03-29,2019,3,29
4589,2019-11-12,2019,11,12
4590,2020-01-10,2020,1,10
4591,2020-07-14,2020,7,14
4592,2021-01-14,2021,1,14
4593,2021-06-15,2021,6,15
4594,2022-03-25,2022,3,25
4595,2022-10-27,2022,10,27
4596,2022-12-12,2022,12,12
4597,2023-11-06,2023,11,6
4598,1994-03-16,1994,3,16
4599,1997-05-27,1997,5,27
4600,1999-04-21,1999,4,21
4601,2000-07-17,2000,7,17
4602,2002-03-26,2002,3,26
4603,1994-06-15,1994,6,15
4604,2003-11-14,2003,11,14
4605,2010-06-11,2010,6,11
4606,2010-06-11,2010,6,11
4607,2010-06-11,2010,6,11
4608,2013-12-20,2013,12,20
4609,2015-11-13,2015,11,13
4610,2015-11-13,2015,11,13
4611,2018-06-15,2018,6,15
4612,2018-06-15,2018,6,15
4613,1991-07-24,1991,7,24
4614,1991-01-23,1991,1,23
4615,1990-12-21,1990,12,21
4616,1991-07-24,1991,7,24
4617,1997-10-21,1997,10,21
4618,1991-07-24,1991,7,24
4619,1991-01-23,1991,1,23
4620,1990-12-21,1990,12,21
4621,1991-07-24,1991,7,24
4622,1997-10-21,1997,10,21
4623,2012-11-23,2012,11,23
4624,1994-04-20,1994,4,20
4625,1994-04-27,1994,4,27
4626,1990-12-12,1990,12,12
4627,1993-12-22,1993,12,22
4628,1994-12-21,1994,12,21
4629,1994-11-23,1994,11,23
4630,1991-12-04,1991,12,4
4631,1995-04-05,1995,4,5
4632,1998-07-23,1998,7,23
4633,2003-06-27,2003,6,27
4634,2003-12-05,2003,12,5
4635,2006-03-31,2006,3,31
4636,2006-05-30,2006,5,30
4637,2006-07-01,2006,7,1
4638,2006-10-12,2006,10,12
4639,2006-10-12,2006,10,12
4640,2006-10-12,2006,10,12
4641,2006-04-01,2006,4,1
4642,2006-10-13,2006,10,13
4643,2007-09-30,2007,9,30
4644,2007-11-05,2007,11,5
4645,2007-11-23,2007,11,23
4646,2007-11-23,2007,11,23
4647,2007-11-23,2007,11,23
4648,2007-12-24,2007,12,24
4649,2008-02-29,2008,2,29
4650,2008-11-21,2008,11,21
4651,2008-10-14,2008,10,14
4652,2009-01-29,2009,1,29
4653,2009-03-10,2009,3,10
4654,2009-03-10,2009,3,10
4655,2009-08-20,2009,8,20
4656,2006-04-14,2006,4,14
4657,2006-06-21,2006,6,21
4658,2009-11-09,2009,11,9
4659,2010-02-03,2010,2,3
4660,2010-03-17,2010,3,17
4661,2010-07-27,2010,7,27
4662,2010-10-21,2010,10,21
4663,2011-05-13,2011,5,13
4664,2007-07-20,2007,7,20
4665,2007-07-20,2007,7,20
4666,2007-07-20,2007,7,20
4667,2008-09-25,2008,9,25
4668,2008-09-25,2008,9,25
4669,2008-10-31,2008,10,31
4670,2008-10-31,2008,10,31
4671,2008-10-31,2008,10,31
4672,2008-12-01,2008,12,1
4673,2008-12-01,2008,12,1
4674,2008-12-01,2008,12,1
4675,2008-12-01,2008,12,1
4676,2008-12-01,2008,12,1
4677,2008-12-01,2008,12,1
4678,2008-12-01,2008,12,1
4679,2011-11-24,2011,11,24
4680,2009-09-08,2009,9,8
4681,2012-02-03,2012,2,3
4682,2012-07-16,2012,7,16
4683,2012-07-16,2012,7,16
4684,2012-09-06,2012,9,6
4685,2013-03-15,2013,3,15
4686,2013-04-29,2013,4,29
4687,2012-10-15,2012,10,15
4688,2013-10-11,2013,10,11
4689,2013-12-18,2013,12,18
4690,2014-04-29,2014,4,29
4691,2014-05-28,2014,5,28
4692,2014-05-27,2014,5,27
4693,2014-07-31,2014,7,31
4694,2014-10-29,2014,10,29
4695,2014-12-09,2014,12,9
4696,2014-12-10,2014,12,10
4697,2015-02-13,2015,2,13
4698,2015-03-24,2015,3,24
4699,2015-04-03,2015,4,3
4700,2015-05-29,2015,5,29
4701,2015-05-29,2015,5,29
4702,2015-06-15,2015,6,15
4703,2015-10-07,2015,10,7
4704,2016-01-12,2016,1,12
4705,2016-01-12,2016,1,12
4706,2016-02-16,2016,2,16
4707,2016-05-12,2016,5,12
4708,2016-06-24,2016,6,24
