id,date,year,month,day
1812,2003-02-14,2003,2,14
1813,1976-07-08,1976,7,8
1814,2003-02-21,2003,2,21
1815,2003-09-12,2003,9,12
1816,2003-09-12,2003,9,12
1817,2003-11-21,2003,11,21
1818,2004-03-05,2004,3,5
1819,2004-06-25,2004,6,25
1820,2004-10-29,2004,10,29
1821,2005-04-15,2005,4,15
1822,1979-01-14,1979,1,14
1823,2006-04-24,2006,4,24
1824,1991-07-17,1991,7,17
1825,1994-04-20,1994,4,20
1826,1990-06-27,1990,6,27
1827,1990-07-31,1990,7,31
1828,1994-05-18,1994,5,18
1829,1990-09-26,1990,9,26
1830,1990-07-31,1990,7,31
1831,1990-07-31,1990,7,31
1832,1989-06-14,1989,6,14
1833,1982-07-20,1982,7,20
1834,1993-12-22,1993,12,22
1835,1981-05-19,1981,5,19
1836,1993-12-08,1993,12,8
1837,1977-04-15,1977,4,15
1838,1991-03-27,1991,3,27
1839,1991-03-27,1991,3,27
1840,1993-04-28,1993,4,28
1841,1991-06-12,1991,6,12
1842,1991-07-17,1991,7,17
1843,1993-12-15,1993,12,15
1844,1990-07-31,1990,7,31
1845,1994-07-13,1994,7,13
1846,1992-04-09,1992,4,9
1847,1975-10-09,1975,10,9
1848,1978-11-09,1978,11,9
1849,1993-12-15,1993,12,15
1850,1992-06-25,1992,6,25
1851,1993-09-15,1993,9,15
1852,1993-12-01,1993,12,1
1853,1992-04-29,1992,4,29
1854,1993-07-07,1993,7,7
1855,1993-07-22,1993,7,22
1856,1993-07-22,1993,7,22
1857,1993-07-22,1993,7,22
1858,1993-07-22,1993,7,22
1859,1990-04-26,1990,4,26
1860,1993-03-24,1993,3,24
1861,1993-05-05,1993,5,5
1862,1992-02-27,1992,2,27
1863,1993-02-16,1993,2,16
1864,1982-07-20,1982,7,20
1865,1982-07-20,1982,7,20
1866,1982-07-20,1982,7,20
1867,1982-12-30,1982,12,30
1868,1984-03-31,1984,3,31
1869,1991-10-16,1991,10,16
1870,1976-12-24,1976,12,24
1871,1994-12-21,1994,12,21
1872,1994-11-09,1994,11,9
1873,1992-09-09,1992,9,9
1874,1989-06-05,1989,6,5
1875,1990-12-19,1990,12,19
1876,1979-07-27,1979,7,27
1877,1994-12-21,1994,12,21
1878,1991-05-22,1991,5,22
1879,1994-12-21,1994,12,21
1880,1991-12-19,1991,12,19
1881,1994-12-14,1994,12,14
1882,1991-12-04,1991,12,4
1883,1991-11-13,1991,11,13
1884,1994-12-21,1994,12,21
1885,1995-02-08,1995,2,8
1886,1976-07-08,1976,7,8
1887,1989-06-05,1989,6,5
1888,1991-10-23,1991,10,23
1889,1991-04-17,1991,4,17
1890,1991-05-22,1991,5,22
1891,1991-06-19,1991,6,19
1892,1991-04-17,1991,4,17
1893,1995-04-05,1995,4,5
1894,1981-12-16,1981,12,16
1895,1995-01-25,1995,1,25
1896,1977-03-31,1977,3,31
1897,1983-09-13,1983,9,13
1898,1990-07-31,1990,7,31
1899,1990-12-19,1990,12,19
1900,1990-11-07,1990,11,7
1901,1986-10-24,1986,10,24
1902,1995-04-19,1995,4,19
1903,1995-05-03,1995,5,3
1904,1995-05-03,1995,5,3
1905,1995-06-12,1995,6,12
1906,1995-06-12,1995,6,12
1907,1978-11-09,1978,11,9
1908,1995-05-10,1995,5,10
1909,1995-07-28,1995,7,28
1910,1996-04-16,1996,4,16
1911,1985-08-29,1985,8,29
1912,1980-08-08,1980,8,8
1913,1996-07-09,1996,7,9
1914,1996-07-08,1996,7,8
1915,1997-06-10,1997,6,10
1916,1997-06-17,1997,6,17
1917,1997-06-03,1997,6,3
1918,1997-07-15,1997,7,15
1919,1997-06-17,1997,6,17
1920,1997-06-24,1997,6,24
1921,1997-06-17,1997,6,17
1922,1997-06-17,1997,6,17
1923,1997-07-23,1997,7,23
1924,1997-12-16,1997,12,16
1925,1998-04-28,1998,4,28
1926,1998-06-30,1998,6,30
1927,1998-07-14,1998,7,14
1928,1998-07-14,1998,7,14
1929,1998-09-22,1998,9,22
1930,1998-07-14,1998,7,14
1931,1998-12-01,1998,12,1
1932,1999-03-09,1999,3,9
1933,1999-03-09,1999,3,9
1934,1999-05-18,1999,5,18
1935,1999-05-11,1999,5,11
1936,1999-09-14,1999,9,14
1937,2000-02-11,2000,2,11
1938,2001-07-13,2001,7,13
1939,1981-08-24,1981,8,24
1940,1985-08-01,1985,8,1
1941,2001-05-04,2001,5,4
1942,2001-01-26,2001,1,26
1943,2002-01-11,2002,1,11
1944,2002-01-11,2002,1,11
1945,2002-01-11,2002,1,11
1946,2002-01-11,2002,1,11
1947,2002-01-11,2002,1,11
1948,2002-01-11,2002,1,11
1949,2002-02-22,2002,2,22
1950,1982-07-20,1982,7,20
1951,1982-12-30,1982,12,30
1952,2002-05-24,2002,5,24
1953,2002-10-25,2002,10,25
1954,2003-02-21,2003,2,21
1955,2003-01-24,2003,1,24
1956,2003-01-31,2003,1,31
1957,2003-02-21,2003,2,21
1958,2003-02-14,2003,2,14
1959,1976-07-08,1976,7,8
1960,2003-02-21,2003,2,21
1961,2003-09-12,2003,9,12
1962,2003-09-12,2003,9,12
1963,2003-11-21,2003,11,21
1964,2004-03-05,2004,3,5
1965,2004-06-25,2004,6,25
1966,2004-10-29,2004,10,29
1967,2005-04-15,2005,4,15
1968,1979-01-14,1979,1,14
1969,2006-04-24,2006,4,24
1970,2023-05-24,2023,5,24
1971,1970-12-01,1970,12,1
1972,1991-07-17,1991,7,17
1973,1994-04-20,1994,4,20
1974,1990-06-27,1990,6,27
1975,1990-07-31,1990,7,31
1976,1994-05-18,1994,5,18
1977,1990-09-26,1990,9,26
1978,1990-07-31,1990,7,31
1979,1990-07-31,1990,7,31
1980,1989-06-14,1989,6,14
1981,1982-07-20,1982,7,20
1982,1993-12-22,1993,12,22
1983,1958-04-15,1958,4,15
1984,1974-01-15,1974,1,15
1985,1967-12-08,1967,12,8
1986,1981-05-19,1981,5,19
1987,1993-12-08,1993,12,8
1988,1977-04-15,1977,4,15
1989,1969-04-22,1969,4,22
1990,1991-03-27,1991,3,27
1991,1991-03-27,1991,3,27
1992,1993-04-28,1993,4,28
1993,1991-06-12,1991,6,12
1994,1991-07-17,1991,7,17
1995,1993-12-15,1993,12,15
1996,1990-07-31,1990,7,31
1997,1994-07-13,1994,7,13
1998,1992-04-09,1992,4,9
1999,1969-07-15,1969,7,15
2000,1969-09-09,1969,9,9
2001,1969-12-02,1969,12,2
2002,1975-10-09,1975,10,9
2003,1978-11-09,1978,11,9
2004,1968-10-02,1968,10,2
2005,1993-12-15,1993,12,15
2006,1992-06-25,1992,6,25
2007,1993-09-15,1993,9,15
2008,1993-12-01,1993,12,1
2009,1992-04-29,1992,4,29
2010,1993-07-07,1993,7,7
2011,1993-07-22,1993,7,22
2012,1993-07-22,1993,7,22
2013,1993-07-22,1993,7,22
2014,1993-07-22,1993,7,22
2015,1990-04-26,1990,4,26
2016,1993-03-24,1993,3,24
2017,1993-05-05,1993,5,5
2018,1992-02-27,1992,2,27
2019,1993-02-16,1993,2,16
2020,1982-07-20,1982,7,20
2021,1982-07-20,1982,7,20
2022,1982-07-20,1982,7,20
2023,1982-12-30,1982,12,30
2024,1984-03-31,1984,3,31
2025,1991-10-16,1991,10,16
2026,1976-12-24,1976,12,24
2027,1994-12-21,1994,12,21
2028,1994-11-09,1994,11,9
2029,1992-09-09,1992,9,9
2030,1989-06-05,1989,6,5
2031,1990-12-19,1990,12,19
2032,1968-10-21,1968,10,21
2033,1979-07-27,1979,7,27
2034,1994-12-21,1994,12,21
2035,1991-05-22,1991,5,22
2036,1994-12-21,1994,12,21
2037,1991-12-19,1991,12,19
2038,1994-12-14,1994,12,14
2039,1991-12-04,1991,12,4
2040,1965-03-10,1965,3,10
2041,1991-11-13,1991,11,13
2042,1994-12-21,1994,12,21
2043,1995-02-08,1995,2,8
2044,1976-07-08,1976,7,8
2045,1989-06-05,1989,6,5
2046,1991-10-23,1991,10,23
2047,1991-04-17,1991,4,17
2048,1991-05-22,1991,5,22
2049,1991-06-19,1991,6,19
2050,1991-04-17,1991,4,17
2051,1995-04-05,1995,4,5
2052,1981-12-16,1981,12,16
2053,1995-01-25,1995,1,25
2054,1977-03-31,1977,3,31
2055,1983-09-13,1983,9,13
2056,1990-07-31,1990,7,31
2057,1990-12-19,1990,12,19
2058,1990-11-07,1990,11,7
2059,1964-06-22,1964,6,22
2060,1986-10-24,1986,10,24
2061,1995-04-19,1995,4,19
2062,1966-08-29,1966,8,29
2063,1995-05-03,1995,5,3
2064,1995-05-03,1995,5,3
2065,1995-06-12,1995,6,12
2066,1995-06-12,1995,6,12
2067,1978-11-09,1978,11,9
2068,1995-05-10,1995,5,10
2069,1995-07-28,1995,7,28
2070,1967-06-19,1967,6,19
2071,1969-05-15,1969,5,15
2072,1969-05-15,1969,5,15
2073,1996-04-16,1996,4,16
2074,1958-04-15,1958,4,15
2075,1966-08-29,1966,8,29
2076,1970-12-01,1970,12,1
2077,1985-08-29,1985,8,29
2078,1980-08-08,1980,8,8
2079,1996-07-09,1996,7,9
2080,1996-07-08,1996,7,8
2081,1969-12-02,1969,12,2
2082,1997-06-10,1997,6,10
2083,1997-06-17,1997,6,17
2084,1997-06-03,1997,6,3
2085,1997-07-15,1997,7,15
2086,1997-06-17,1997,6,17
2087,1997-06-24,1997,6,24
2088,1997-06-17,1997,6,17
2089,1997-06-17,1997,6,17
2090,1997-07-23,1997,7,23
2091,1997-12-16,1997,12,16
2092,1998-04-28,1998,4,28
2093,1998-06-30,1998,6,30
2094,1998-07-14,1998,7,14
2095,1998-07-14,1998,7,14
2096,1998-09-22,1998,9,22
2097,1998-07-14,1998,7,14
2098,1998-12-01,1998,12,1
2099,1999-03-09,1999,3,9
2100,1999-03-09,1999,3,9
2101,1999-05-18,1999,5,18
2102,1999-05-11,1999,5,11
2103,1999-09-14,1999,9,14
2104,1969-10-21,1969,10,21
2105,2000-02-11,2000,2,11
2106,2001-07-13,2001,7,13
2107,1981-08-24,1981,8,24
2108,1985-08-01,1985,8,1
2109,2001-05-04,2001,5,4
2110,2001-01-26,2001,1,26
2111,2002-01-11,2002,1,11
2112,2002-01-11,2002,1,11
2113,2002-01-11,2002,1,11
2114,2002-01-11,2002,1,11
2115,2002-01-11,2002,1,11
2116,2002-01-11,2002,1,11
2117,2002-02-22,2002,2,22
2118,1982-07-20,1982,7,20
2119,1982-12-30,1982,12,30
2120,2002-05-24,2002,5,24
2121,2002-10-25,2002,10,25
2122,2003-02-21,2003,2,21
2123,2003-01-24,2003,1,24
2124,2003-01-31,2003,1,31
2125,2003-02-21,2003,2,21
2126,2003-02-14,2003,2,14
2127,1976-07-08,1976,7,8
2128,2003-02-21,2003,2,21
2129,2003-09-12,2003,9,12
2130,2003-09-12,2003,9,12
2131,2003-11-21,2003,11,21
2132,1969-10-10,1969,10,10
2133,1971-02-03,1971,2,3
2134,1970-12-23,1970,12,23
2135,1969-07-31,1969,7,31
2136,2004-03-05,2004,3,5
2137,2004-06-25,2004,6,25
2138,2004-10-29,2004,10,29
2139,2005-04-15,2005,4,15
2140,1979-01-14,1979,1,14
2141,2006-04-24,2006,4,24
2142,2006-10-24,2006,10,24
2143,2006-09-01,2006,9,1
2144,2006-11-29,2006,11,29
2145,2007-04-27,2007,4,27
2146,2007-07-13,2007,7,13
2147,2007-10-05,2007,10,5
2148,2007-12-14,2007,12,14
2149,2008-07-18,2008,7,18
2150,1971-01-15,1971,1,15
2151,2009-09-04,2009,9,4
2152,2009-10-16,2009,10,16
2153,2010-02-26,2010,2,26
2154,1959-04-08,1959,4,8
2155,2010-02-05,2010,2,5
2156,1968-11-29,1968,11,29
2157,2010-10-01,2010,10,1
2158,2011-09-09,2011,9,9
2159,2012-03-02,2012,3,2
2160,1962-07-26,1962,7,26
2161,2012-06-08,2012,6,8
2162,2012-07-06,2012,7,6
2163,2012-07-06,2012,7,6
2164,2012-07-06,2012,7,6
2165,2015-09-11,2015,9,11
2166,2016-08-30,2016,8,30
2167,2016-10-28,2016,10,28
2168,2017-07-07,2017,7,7
2169,2017-09-08,2017,9,8
2170,2018-06-08,2018,6,8
2171,1991-07-17,1991,7,17
2172,1991-07-17,1991,7,17
2173,1991-10-23,1991,10,23
2174,1991-07-31,1991,7,31
2175,1996-07-09,1996,7,9
2176,2005-11-21,2005,11,21
2177,2010-02-05,2010,2,5
2178,2012-04-27,2012,4,27
2179,2012-07-13,2012,7,13
2180,2017-10-27,2017,10,27
2181,2022-02-25,2022,2,25
2182,1994-03-30,1994,3,30
2183,1994-03-30,1994,3,30
2184,1994-03-30,1994,3,30
2185,1990-12-12,1990,12,12
2186,1994-02-23,1994,2,23
2187,1988-12-21,1988,12,21
2188,1964-04-09,1964,4,9
2189,1990-09-26,1990,9,26
2190,1990-02-14,1990,2,14
2191,1989-07-05,1989,7,5
2192,1989-05-03,1989,5,3
2193,1989-02-22,1989,2,22
2194,1988-12-07,1988,12,7
2195,1997-06-17,1997,6,17
2196,1985-05-31,1985,5,31
2197,2002-06-28,2002,6,28
2198,2002-07-19,2002,7,19
2199,2003-07-18,2003,7,18
2200,2003-10-10,2003,10,10
2201,2004-05-07,2004,5,7
2202,2004-04-30,2004,4,30
2203,2004-08-27,2004,8,27
2204,2006-03-31,2006,3,31
2205,2007-10-26,2007,10,26
2206,2008-01-11,2008,1,11
2207,2008-02-15,2008,2,15
2208,2008-10-10,2008,10,10
2209,2009-05-29,2009,5,29
2210,2009-06-05,2009,6,5
2211,2013-11-22,2013,11,22
2212,2014-12-19,2014,12,19
2213,2015-12-04,2015,12,4
2214,2016-02-08,2016,2,8
2215,2016-11-18,2016,11,18
2216,2016-12-09,2016,12,9
2217,2016-12-23,2016,12,23
2218,2017-02-17,2017,2,17
2219,2017-04-28,2017,4,28
2220,2017-09-29,2017,9,29
2221,2017-11-24,2017,11,24
2222,2018-05-24,2018,5,24
2223,2019-05-17,2019,5,17
2224,2019-09-12,2019,9,12
2225,2021-03-26,2021,3,26
2226,2021-04-29,2021,4,29
2227,2023-04-21,2023,4,21
2228,1994-03-30,1994,3,30
2229,1994-03-30,1994,3,30
2230,1994-03-30,1994,3,30
2231,1990-12-12,1990,12,12
2232,1994-02-23,1994,2,23
2233,1988-12-21,1988,12,21
2234,1990-09-26,1990,9,26
2235,1990-02-14,1990,2,14
2236,1989-07-05,1989,7,5
2237,1989-05-03,1989,5,3
2238,1989-02-22,1989,2,22
2239,1988-12-07,1988,12,7
2240,1997-06-17,1997,6,17
2241,1985-05-31,1985,5,31
2242,2002-06-28,2002,6,28
2243,2002-07-19,2002,7,19
2244,2003-07-18,2003,7,18
2245,2003-10-10,2003,10,10
2246,2004-04-30,2004,4,30
2247,2004-08-27,2004,8,27
2248,2006-03-31,2006,3,31
2249,2007-06-22,2007,6,22
2250,2008-06-13,2008,6,13
2251,2008-07-10,2008,7,10
2252,2009-02-06,2009,2,6
2253,2009-02-06,2009,2,6
2254,2009-02-06,2009,2,6
2255,2011-03-18,2011,3,18
2256,2014-05-09,2014,5,9
2257,2016-12-16,2016,12,16
2258,2020-06-19,2020,6,19
2259,2020-12-18,2020,12,18
2260,2021-11-12,2021,11,12
2261,2022-12-23,2022,12,23
2262,2023-12-22,2023,12,22
2263,1978-02-01,1978,2,1
2264,1991-03-27,1991,3,27
2265,1978-02-01,1978,2,1
2266,2004-04-30,2004,4,30
2267,2014-01-31,2014,1,31
2268,1978-02-01,1978,2,1
2269,1972-08-23,1972,8,23
2270,1991-03-27,1991,3,27
2271,1977-03-04,1977,3,4
2272,1977-03-22,1977,3,22
2273,1972-11-16,1972,11,16
2274,1978-02-01,1978,2,1
2275,1973-12-05,1973,12,5
2276,1972-10-11,1972,10,11
2277,2004-05-14,2004,5,14
2278,1978-02-01,1978,2,1
2279,1991-03-27,1991,3,27
2280,1977-03-04,1977,3,4
2281,1977-03-22,1977,3,22
2282,1978-02-01,1978,2,1
2283,2004-05-14,2004,5,14
2284,2007-06-08,2007,6,8
2285,2020-12-18,2020,12,18
2286,2022-01-14,2022,1,14
2287,2022-01-28,2022,1,28
2288,1994-02-08,1994,2,8
2289,1993-12-08,1993,12,8
2290,1993-06-09,1993,6,9
2291,1994-02-08,1994,2,8
2292,1993-12-08,1993,12,8
2293,1982-03-24,1982,3,24
2294,1993-06-09,1993,6,9
2295,1991-10-23,1991,10,23
2296,1990-07-12,1990,7,12
2297,1996-07-24,1996,7,24
2298,1996-10-22,1996,10,22
2299,1978-08-05,1978,8,5
2300,1997-12-19,1997,12,19
2301,1997-06-17,1997,6,17
2302,1998-02-17,1998,2,17
2303,1998-07-14,1998,7,14
2304,1998-11-24,1998,11,24
2305,1998-09-22,1998,9,22
2306,1998-12-08,1998,12,8
2307,1999-03-02,1999,3,2
2308,1999-06-21,1999,6,21
2309,1999-05-11,1999,5,11
2310,2000-09-08,2000,9,8
2311,2000-03-30,2000,3,30
2312,2001-07-06,2001,7,6
2313,2001-07-10,2001,7,10
2314,2001-07-10,2001,7,10
2315,2001-07-10,2001,7,10
2316,2001-07-24,2001,7,24
2317,2001-11-09,2001,11,9
2318,2001-11-09,2001,11,9
2319,1988-12-30,1988,12,30
2320,2001-09-28,2001,9,28
2321,2001-09-28,2001,9,28
2322,1982-12-15,1982,12,15
2323,2002-03-01,2002,3,1
2324,2002-02-03,2002,2,3
2325,2001-12-07,2001,12,7
2326,2002-06-28,2002,6,28
2327,2002-05-08,2002,5,8
2328,1981-12-02,1981,12,2
2329,2002-07-19,2002,7,19
2330,2002-07-18,2002,7,18
2331,2002-08-01,2002,8,1
2332,2002-11-08,2002,11,8
2333,2002-11-29,2002,11,29
2334,2002-12-12,2002,12,12
2335,2003-03-14,2003,3,14
2336,2003-07-04,2003,7,4
2337,2001-05-18,2001,5,18
2338,2002-02-12,2002,2,12
2339,1997-06-12,1997,6,12
2340,1998-09-03,1998,9,3
2341,1994-06-06,1994,6,6
2342,2003-12-19,2003,12,19
2343,2004-01-30,2004,1,30
2344,2004-04-30,2004,4,30
2345,2004-05-07,2004,5,7
2346,2004-08-27,2004,8,27
2347,2000-12-15,2000,12,15
2348,2005-06-24,2005,6,24
2349,2005-02-24,2005,2,24
2350,2006-03-31,2006,3,31
2351,1994-02-08,1994,2,8
2352,1993-12-08,1993,12,8
2353,1982-03-24,1982,3,24
2354,1993-06-09,1993,6,9
2355,1991-10-23,1991,10,23
2356,1990-07-12,1990,7,12
2357,1996-07-24,1996,7,24
2358,1996-10-22,1996,10,22
2359,1978-08-05,1978,8,5
2360,1997-12-19,1997,12,19
2361,1997-06-17,1997,6,17
2362,1998-02-17,1998,2,17
2363,1998-07-14,1998,7,14
2364,1998-11-24,1998,11,24
2365,1998-09-22,1998,9,22
2366,1998-12-08,1998,12,8
2367,1999-03-02,1999,3,2
2368,1999-06-21,1999,6,21
2369,1999-05-11,1999,5,11
2370,2000-09-08,2000,9,8
2371,2000-03-30,2000,3,30
2372,2001-07-06,2001,7,6
2373,2001-07-10,2001,7,10
2374,2001-07-10,2001,7,10
2375,2001-07-10,2001,7,10
2376,2001-07-24,2001,7,24
2377,2001-11-09,2001,11,9
2378,2001-11-09,2001,11,9
2379,1988-12-30,1988,12,30
2380,2001-09-28,2001,9,28
2381,2001-09-28,2001,9,28
2382,1982-12-15,1982,12,15
2383,2002-03-01,2002,3,1
2384,2002-02-03,2002,2,3
2385,2001-12-07,2001,12,7
2386,2002-06-28,2002,6,28
2387,2002-05-08,2002,5,8
2388,1981-12-02,1981,12,2
2389,2002-07-19,2002,7,19
2390,2002-07-18,2002,7,18
2391,2002-08-01,2002,8,1
2392,2002-11-08,2002,11,8
2393,2002-11-29,2002,11,29
2394,2002-12-12,2002,12,12
2395,2003-03-14,2003,3,14
2396,2003-07-04,2003,7,4
2397,2001-05-18,2001,5,18
2398,2002-02-12,2002,2,12
2399,1997-06-12,1997,6,12
2400,1998-09-03,1998,9,3
2401,1994-06-06,1994,6,6
2402,2003-12-19,2003,12,19
2403,2004-01-30,2004,1,30
2404,2004-04-30,2004,4,30
2405,2004-05-07,2004,5,7
2406,2004-08-27,2004,8,27
2407,2000-12-15,2000,12,15
2408,2005-06-24,2005,6,24
2409,2005-02-24,2005,2,24
2410,2006-03-31,2006,3,31
2411,2006-04-28,2006,4,28
2412,2006-05-12,2006,5,12
2413,1997-03-04,1997,3,4
2414,2007-05-04,2007,5,4
2415,2007-07-19,2007,7,19
2416,2007-10-05,2007,10,5
2417,2008-07-18,2008,7,18
2418,2013-01-11,2013,1,11
2419,2013-05-17,2013,5,17
2420,2013-07-12,2013,7,12
2421,2014-04-25,2014,4,25
2422,2014-12-19,2014,12,19
2423,2015-05-13,2015,5,13
2424,2015-05-13,2015,5,13
2425,2016-12-09,2016,12,9
2426,2017-03-10,2017,3,10
2427,2017-02-17,2017,2,17
2428,2018-01-01,2018,1,1
2429,2018-02-02,2018,2,2
2430,2018-04-11,2018,4,11
2431,2018-05-30,2018,5,30
2432,2018-02-02,2018,2,2
2433,2018-10-19,2018,10,19
2434,2019-01-08,2019,1,8
2435,2019-01-10,2019,1,10
2436,2020-03-06,2020,3,6
2437,2020-03-31,2020,3,31
2438,2021-03-05,2021,3,5
2439,2021-04-29,2021,4,29
2440,2022-01-14,2022,1,14
2441,2022-05-20,2022,5,20
2442,2022-07-01,2022,7,1
2443,2022-07-15,2022,7,15
2444,2022-10-17,2022,10,17
2445,2023-04-03,2023,4,3
2446,2023-05-24,2023,5,24
2447,1994-02-08,1994,2,8
2448,1993-12-08,1993,12,8
2449,1982-03-24,1982,3,24
2450,1993-06-09,1993,6,9
2451,1991-10-23,1991,10,23
2452,1990-07-12,1990,7,12
2453,1996-07-24,1996,7,24
2454,1996-10-22,1996,10,22
2455,1978-08-05,1978,8,5
2456,1997-12-19,1997,12,19
2457,1997-06-17,1997,6,17
2458,1998-02-17,1998,2,17
2459,1998-07-14,1998,7,14
2460,1998-11-24,1998,11,24
2461,1998-09-22,1998,9,22
2462,1998-12-08,1998,12,8
2463,1999-03-02,1999,3,2
2464,1999-06-21,1999,6,21
2465,1999-05-11,1999,5,11
2466,2000-09-08,2000,9,8
2467,2000-03-30,2000,3,30
2468,2001-07-06,2001,7,6
2469,2001-07-10,2001,7,10
2470,2001-07-10,2001,7,10
2471,2001-07-10,2001,7,10
2472,2001-07-24,2001,7,24
2473,2001-11-09,2001,11,9
2474,2001-11-09,2001,11,9
2475,1988-12-30,1988,12,30
2476,2001-09-28,2001,9,28
2477,2001-09-28,2001,9,28
2478,1982-12-15,1982,12,15
2479,2002-03-01,2002,3,1
2480,2002-02-03,2002,2,3
2481,2001-12-07,2001,12,7
2482,2002-06-28,2002,6,28
2483,2002-05-08,2002,5,8
2484,1981-12-02,1981,12,2
2485,2002-07-19,2002,7,19
2486,2002-07-18,2002,7,18
2487,2002-08-01,2002,8,1
2488,2002-11-08,2002,11,8
2489,2002-11-29,2002,11,29
2490,2002-12-12,2002,12,12
2491,2003-03-14,2003,3,14
2492,2003-07-04,2003,7,4
2493,2001-05-18,2001,5,18
2494,2002-02-12,2002,2,12
2495,1997-06-12,1997,6,12
2496,1998-09-03,1998,9,3
2497,1994-06-06,1994,6,6
2498,2003-12-19,2003,12,19
2499,2004-01-30,2004,1,30
2500,2004-04-30,2004,4,30
2501,2004-05-07,2004,5,7
2502,2004-08-27,2004,8,27
2503,2000-12-15,2000,12,15
2504,2005-06-24,2005,6,24
2505,2005-02-24,2005,2,24
2506,2006-03-31,2006,3,31
2507,1994-02-08,1994,2,8
2508,1993-12-08,1993,12,8
2509,1982-03-24,1982,3,24
2510,1993-06-09,1993,6,9
2511,1991-10-23,1991,10,23
2512,1990-07-12,1990,7,12
2513,1996-07-24,1996,7,24
2514,1996-10-22,1996,10,22
2515,1978-08-05,1978,8,5
2516,1997-12-19,1997,12,19
2517,1997-06-17,1997,6,17
2518,1998-02-17,1998,2,17
2519,1998-07-14,1998,7,14
2520,1998-11-24,1998,11,24
2521,1998-09-22,1998,9,22
2522,1998-12-08,1998,12,8
2523,1999-03-02,1999,3,2
2524,1999-06-21,1999,6,21
2525,1999-05-11,1999,5,11
2526,2000-09-08,2000,9,8
2527,2000-03-30,2000,3,30
2528,2001-07-06,2001,7,6
2529,2001-07-10,2001,7,10
2530,2001-07-10,2001,7,10
2531,2001-07-10,2001,7,10
2532,2001-07-24,2001,7,24
2533,2001-11-09,2001,11,9
2534,2001-11-09,2001,11,9
2535,1988-12-30,1988,12,30
2536,2001-09-28,2001,9,28
2537,2001-09-28,2001,9,28
2538,1982-12-15,1982,12,15
2539,2002-03-01,2002,3,1
2540,2002-02-03,2002,2,3
2541,2001-12-07,2001,12,7
2542,2002-06-28,2002,6,28
2543,2002-05-08,2002,5,8
2544,1981-12-02,1981,12,2
2545,2002-07-19,2002,7,19
2546,2002-07-18,2002,7,18
2547,2002-08-01,2002,8,1
2548,2002-11-08,2002,11,8
2549,2002-11-29,2002,11,29
2550,2002-12-12,2002,12,12
2551,2003-03-14,2003,3,14
2552,1995-12-22,1995,12,22
2553,2003-07-04,2003,7,4
2554,2001-05-18,2001,5,18
2555,2002-02-12,2002,2,12
2556,1997-06-12,1997,6,12
2557,1998-09-03,1998,9,3
2558,1994-06-06,1994,6,6
2559,2003-12-19,2003,12,19
2560,2004-01-30,2004,1,30
2561,2004-04-30,2004,4,30
2562,2004-05-07,2004,5,7
2563,2004-08-27,2004,8,27
2564,2000-12-15,2000,12,15
2565,2005-06-24,2005,6,24
2566,2005-02-24,2005,2,24
2567,2006-03-31,2006,3,31
2568,1997-03-04,1997,3,4
2569,2001-08-31,2001,8,31
2570,2004-04-30,2004,4,30
2571,2007-10-05,2007,10,5
2572,2007-12-14,2007,12,14
2573,2009-03-13,2009,3,13
2574,2009-06-05,2009,6,5
2575,2011-03-18,2011,3,18
2576,2013-05-17,2013,5,17
2577,2013-07-12,2013,7,12
2578,2011-07-15,2011,7,15
2579,2014-12-19,2014,12,19
2580,2015-05-13,2015,5,13
2581,2015-05-13,2015,5,13
2582,2017-02-17,2017,2,17
2583,2017-05-12,2017,5,12
2584,2018-01-01,2018,1,1
2585,2018-10-19,2018,10,19
2586,2019-03-29,2019,3,29
2587,2019-05-24,2019,5,24
2588,2020-05-29,2020,5,29
2589,2020-03-31,2020,3,31
2590,2022-01-14,2022,1,14
2591,2022-05-20,2022,5,20
2592,2022-07-01,2022,7,1
2593,2022-07-15,2022,7,15
2594,2022-10-17,2022,10,17
2595,2023-02-17,2023,2,17
2596,2023-01-16,2023,1,16
2597,1994-02-08,1994,2,8
2598,1988-12-21,1988,12,21
2599,1993-12-08,1993,12,8
2600,1993-06-09,1993,6,9
2601,1994-01-10,1994,1,10
2602,1994-02-08,1994,2,8
2603,1988-12-21,1988,12,21
2604,1993-12-08,1993,12,8
2605,1993-06-09,1993,6,9
2606,1994-01-10,1994,1,10
2607,1994-02-08,1994,2,8
2608,1988-12-21,1988,12,21
2609,1993-12-08,1993,12,8
2610,1993-06-09,1993,6,9
2611,1994-01-10,1994,1,10
2612,2010-12-10,2010,12,10
2613,2011-03-18,2011,3,18
2614,1994-03-02,1994,3,2
2615,1993-09-29,1993,9,29
2616,1994-12-21,1994,12,21
2617,1995-01-11,1995,1,11
2618,1994-03-02,1994,3,2
2619,1993-09-29,1993,9,29
2620,1994-12-21,1994,12,21
2621,1995-01-11,1995,1,11
2622,1994-01-12,1994,1,12
2623,1983-07-28,1983,7,28
2624,1991-07-24,1991,7,24
2625,1970-12-23,1970,12,23
2626,1990-07-31,1990,7,31
2627,1971-01-25,1971,1,25
2628,1975-12-12,1975,12,12
2629,1993-12-15,1993,12,15
2630,1994-06-15,1994,6,15
2631,1993-12-15,1993,12,15
2632,1993-12-15,1993,12,15
2633,1994-07-06,1994,7,6
