ID,cluster,key_id,rel,key_name
1017167,864,1000200,keyword,Vlaams Instituut voor het Zelfstandig Ondernemen
1011956,869,1000104,keyword,serviceflat
1011956,869,1000105,keyword,rusthuis
1024351,883,1000145,keyword,Kind en Gezin
1014632,884,1000103,keyword,dagverzorgingscentrum
1010815,886,1000041,keyword,onderwijspersoneel
1010815,886,1000042,keyword,personeel onderwijs
1010815,886,1000043,keyword,personeel psycho-medisch-sociaal centrum
1010815,886,1000044,keyword,reaffectatie
1010815,886,1000045,keyword,terbeschikkingstelling ontstentenis van betrekking
1010815,886,1000046,keyword,wachtgeld
1010815,886,1000047,keyword,wedertewerkstelling
1010815,886,1000048,keyword,statuut onderwijspersoneel
1028296,890,1000050,keyword,VDAB
1005319,892,1000009,keyword,huisvesting
1021827,895,1000145,keyword,Kind en Gezin
1021827,895,1000189,keyword,kinderopvang
1021426,899,1000041,keyword,onderwijspersoneel
1021426,899,1000048,keyword,statuut onderwijspersoneel
1002542,910,1000081,keyword,lasten uit het verleden
1002542,910,1000082,keyword,schulden van het verleden
1002542,910,1000083,keyword,rechtsopvolging
1010614,913,1000145,keyword,Kind en Gezin
1010614,913,1000188,keyword,kinderdagverblijf
1010614,913,1000189,keyword,kinderopvang
1008153,917,1000021,keyword,oppervlaktewater
1007757,918,1000099,keyword,ambtenaren
1007757,918,1000100,keyword,statuut ambtenaar
1013541,919,1000197,keyword,onderwijs voor sociale promotie
1013541,919,1000198,keyword,sociale promotie
1028033,923,1000067,keyword,personen met een handicap
1012053,930,1000088,keyword,gemeente
1017362,933,1000020,keyword,grondwater
1017362,933,1000024,keyword,afvalwater
1005318,934,1000009,keyword,huisvesting
1032143,935,1000059,keyword,werkgelegenheid
1000256,943,1000041,keyword,onderwijspersoneel
1000256,943,1000042,keyword,personeel onderwijs
1000256,943,1000043,keyword,personeel psycho-medisch-sociaal centrum
1000256,943,1000044,keyword,reaffectatie
1000256,943,1000045,keyword,terbeschikkingstelling ontstentenis van betrekking
1000256,943,1000046,keyword,wachtgeld
1000256,943,1000047,keyword,wedertewerkstelling
1000256,943,1000048,keyword,statuut onderwijspersoneel
1000256,943,1000160,keyword,diploma
1000256,943,1000161,keyword,getuigschrift
1000256,943,1000162,keyword,bekwaamheidsbewijs
1000256,943,1000163,keyword,buitengewoon onderwijs
1022802,950,1000067,keyword,personen met een handicap
1005622,951,1000073,keyword,Vlaamse openbare instellingen
1020848,958,1000009,keyword,huisvesting
1028167,959,1000146,keyword,Toerisme Vlaanderen
1027453,962,1000163,keyword,buitengewoon onderwijs
1000214,973,1000065,keyword,gehandicapten
1000214,973,1000066,keyword,mentaal gehandicapten
1000214,973,1000067,keyword,personen met een handicap
1000214,973,1000068,keyword,mindervaliden
1000214,973,1000118,keyword,VFSIPH
1000214,973,1000119,keyword,Vlaams Fonds Sociale Integratie Personen met een Handicap
1013565,980,1000168,keyword,cultureel en natuurlijk erfgoed
1013565,980,1000194,keyword,monument
1016961,983,1000131,keyword,secundair onderwijs
1016961,983,1000197,keyword,onderwijs voor sociale promotie
1027119,984,1000067,keyword,personen met een handicap
1001748,985,1000041,keyword,onderwijspersoneel
1001748,985,1000042,keyword,personeel onderwijs
1001748,985,1000043,keyword,personeel psycho-medisch-sociaal centrum
1001748,985,1000044,keyword,reaffectatie
1001748,985,1000045,keyword,terbeschikkingstelling ontstentenis van betrekking
1001748,985,1000046,keyword,wachtgeld
1001748,985,1000047,keyword,wedertewerkstelling
1001748,985,1000048,keyword,statuut onderwijspersoneel
1001748,985,1000131,keyword,secundair onderwijs
1035746,994,1000129,keyword,Vlaamse Milieumaatschappij
1028149,1000,1000057,keyword,tewerkstelling
1028149,1000,1000059,keyword,werkgelegenheid
1012961,1002,1000157,keyword,bestuurlijk beleid
1032794,1004,1000189,keyword,kinderopvang
1000609,1005,1000065,keyword,gehandicapten
1000609,1005,1000066,keyword,mentaal gehandicapten
1000609,1005,1000067,keyword,personen met een handicap
1000609,1005,1000068,keyword,mindervaliden
